id_sesion,fecha,spot,altura_ola_m,periodo_s,direccion_swell,viento_kmh,direccion_viento,marea,temp_agua,num_surfistas,valoracion,buena_sesion
S101918,2022-10-23,SOPELA,1.71,9.4,337,4.6,N,alta,18.5,27,4,Yes
S101905,2024-12-28,Zarautz,2.31,8.7,260,0.6,S,media,16.9,21,4,No
S100544,2023-02-03,Pantin,0.31,11.2,323,11.9,N,media,15.4,17,4,No
S100779,2023-04-30,Rodiles,0.96,12.4,307,4.0,NW,media,11.8,11,4,Yes
S101699,2023-05-13,Rodiles,0.7,13.8,310,24.8,NW,baja,17.2,25,4,No
S100222,2024-05-05,Pantin,1.49,12.0,313,2.7,NE,media,19.0,17,4,No
S100788,2023-04-11,Somo,1.45,13.6,352,60.0,S,alta,17.2,17,4,No
S100718,2023-02-04,Zarautz,1.47,13.1,289,6.5,W,media,18.5,27,3,No
S101813,2024-09-01,SOPELA,2.94,6.2,332,9.0,W,media,17.1,28,3,No
S100694,2023-01-02,Mundaka,0.49,7.1,285,5.9,NW,alta,16.5,15,3,No
S100111,2023-11-20,Pantin,2.18,12.8,327,16.2,S,baja,18.3,25,4,Yes
S100565,2023-05-07,Zarautz,0.99,9.3,319,2.1,S,media,19.0,19,5,Yes
S101146,2024-11-09,somo,0.99,13.8,328,6.8,NW,media,22.3,21,3,No
S101732,2023-05-09,Pantin,1.54,12.9,276,6.5,S,alta,14.5,26,4,Yes
S100313,2022-11-03,ZARAUTZ,1.28,8.0,317,16.8,S,media,12.5,16,4,Yes
S100287,2022-10-28,Somo,0.75,11.5,343,4.3,E,media,22.3,18,3,No
S101690,2024-11-09,Pantin,1.16,12.2,295,11.5,S,media,20.4,22,5,Yes
S101414,2023-04-05,Somo,2.05,10.5,276,13.1,NE,media,14.9,28,3,No
S100500,2022-12-19,Mundaka,0.56,9.1,327,14.1,NE,alta,18.0,24,4,No
S101517,2024-12-14,Mundaka,2.77,8.8,252,12.1,N,baja,22.4,25,4,No
S101361,2024-06-26,MUNDAKA,0.63,9.5,298,,SW,baja,19.1,21,4,No
S101860,2024-04-09,Pantin,0.23,10.7,325,,,alta,17.5,16,4,No
S100663,2023-05-06,Zarautz ,0.2,14.9,358,9.0,NE,alta,16.0,22,4,No
S101267,2023-09-10,Sopela,0.96,13.1,278,23.5,N,media,12.3,20,3,No
S100751,2023-09-17,Mundaka ,1.52,9.3,349,22.2,N,media,13.7,19,4,Yes
S100431,2024-07-05,Pantin,1.26,5.2,258,2.6,S,baja,21.6,24,4,No
S100017,2022-11-11,Mundaka,0.56,12.7,337,41.4,SE,baja,16.5,23,4,Yes
S100837,2022-10-22,Zarautz,2.62,15.9,342,14.0,SW,alta,17.6,35,5,Yes
S101677,2024-08-16,Sopela,0.63,11.4,360,6.5,S,baja,16.8,21,5,Yes
S100358,2022-10-04,Mundaka,3.67,11.8,301,12.7,NW,alta,16.8,31,3,No
S101388,2023-04-02,Rodiles,1.63,9.8,335,5.6,NW,alta,17.6,21,4,No
S101199,2023-09-30,Somo,0.42,12.8,297,14.2,N,media,16.7,13,4,Yes
S100997,2023-08-19,Sopela,1.89,6.2,340,18.7,S,alta,14.4,26,3,No
S100808,2022-10-15,Sopela,1.27,9.0,260,25.1,SE,alta,19.3,17,3,No
S100977,2023-03-07,Somo,2.11,6.3,349,26.4,S,alta,14.5,21,4,Yes
S100054,2024-10-04,Sopela,2.87,14.8,295,47.4,S,alta,14.9,23,4,Yes
S100263,2024-11-19,Rodiles,1.08,9.4,324,8.4,N,alta,15.2,20,5,No
S100101,2024-11-06,Zarautz,1.64,11.8,339,15.9,E,media,18.5,23,4,No
S100275,2022-10-22,Sopela,1.49,11.8,348,19.3,NE,media,14.2,29,3,No
S100488,2022-12-28,Pantin,0.4,11.9,296,2.4,S,media,18.1,18,4,Yes
S101555,2022-11-10,Mundaka,0.82,12.0,311,9.4,E,media,16.5,15,4,No
S100249,2023-02-19,Mundaka,0.65,16.6,289,5.8,NW,baja,16.6,22,3,No
S100828,2023-10-31,Rodiles,1.42,6.1,329,10.5,S,alta,18.6,26,4,Yes
S100918,2022-11-11,Zarautz,2.35,14.3,336,40.2,N,alta,16.9,27,3,No
S100903,2024-01-17,rodiles,0.69,9.5,331,5.4,NW,alta,14.7,19,4,No
S101595,2024-08-01,Mundaka,0.73,10.9,356,9.5,W,media,18.2,22,4,No
S100344,2023-02-04,Rodiles,1.59,10.8,334,18.5,SE,baja,13.5,18,5,Yes
S101897,2024-10-28,Rodiles ,0.95,4.9,324,13.1,SW,alta,17.7,29,4,No
S101324,2023-11-04,Rodiles,1.1,10.5,298,14.9,S,alta, ,21,4,Yes
S100586,2024-01-05,Pantin,0.65,10.6,250,11.5,NE,baja,22.0,16,4,No
S101064,2022-09-24,Pantin,1.19,8.2,300,6.5,SE,alta,18.0,19,4,Yes
S100060,2023-10-28,Rodiles,0.99,9.6,315,16.8,E,media,13.4,23,3,No
S100372,2024-12-24,Sopela,0.69,12.3,322,5.2,NE,alta,16.5,18,4,No
S100514,2024-08-29,Rodiles,0.31,13.6,260,9.5,W,alta,11.8,16,4,No
S101273,2024-09-09,Pantin,1.15,9.2,346,17.5,NE,alta,18.8,28,3,No
S100210,2022-10-24,Zarautz,0.52,5.4,296,8.4,SW,media,19.0,22,4,No
S100281,2023-06-01,Sopela,1.62,10.5,263,1.5,W,media,15.6,29,4,No
S101699,2023-05-13,Rodiles,0.7,13.8,310,24.8,NW,baja,17.2,25,4,No
S101846,2023-05-03,Sopela,2.06,3.0,263,22.8,SE,alta,18.4,20,3,No
S101803,2024-08-30,Zarautz,1.25,11.4,264,11.8,SW,alta,15.6,24,4,Yes
S101638,2024-08-21,Zarautz,1.18,8.6,341,12.0,SE,media,12.4,23,4,Yes
S101749,2025-02-16,PANTIN,2.93,8.4,335,30.0,SE,alta,16.7,31,4,No
S100978,2024-03-09,Sopela,1.65,12.1,343,15.1,NE,media,15.9,28,4,Yes
S101864,2023-03-31,Rodiles,1.08,4.5,359,23.7,N,alta,13.1,22,4,No
S100699,2023-08-20,Mundaka,1.42,10.3,323,0.8,E,baja,14.3,21,3,No
S100324,2024-12-28,Rodiles,1.24,10.6,298,32.4,NW,alta,20.7,22,3,No
S101812,2022-11-27,Pantin,0.67,13.7,351,22.1,S,baja, ,21,4,No
S101696,2023-12-09,Sopela,1.36,12.0,262,16.8,W,media,20.2,28,4,Yes
S100028,2023-12-20,Somo,0.93,10.6,306,26.5,SW,alta,19.1,18,4,Yes
S101577,2023-07-12,Pantin,0.2,4.5,318,13.5,SW,media,21.9,13,3,No
S100594,2025-01-09,Zarautz,1.81,9.0,327,,S,alta,20.5,28,4,Yes
S101708,2023-10-05,Zarautz ,0.91,11.4,274,24.5,S,alta,19.6,20,5,Yes
S101010,2022-09-27,ZARAUTZ,1.66,12.1,317,5.3,S,alta,16.2,24,4,Yes
S101787,2023-12-15,Mundaka,2.11,11.8,331,19.8,SE,baja,15.9,27,4,Yes
S100224,2023-08-05,Pantin ,1.19,14.5,262,2.5,SW,alta,13.8,17,4,Yes
S101056,2023-08-07,Sopela,0.24,6.0,250,24.7,NW,alta,16.3,17,3,No
S101180,2023-10-06,Somo,0.41,5.9,323,25.1,E,baja,15.2,20,3,No
S100833,2024-03-12,Mundaka ,0.71,9.9,297,28.6,N,baja,14.9,30,3,No
S101714,2023-01-09,Somo,4.66,15.6,297,7.9,NE,media,15.9,31,2,No
S100450,2024-08-10,Rodiles,0.54,10.0,282,17.0,W,baja,14.6,22,4,No
S101479,2023-10-03,Sopela,1.11,7.4,291,20.7,N,alta,12.6,25,3,No
S100438,2022-11-07,Mundaka,1.29,6.2,252,6.7,S,media,22.7,20,4,Yes
S100454,2023-10-25,Somo,1.11,7.1,332,8.9,S,baja,15.6,23,4,No
S100479,2023-06-17,Mundaka,3.76,11.5,265,6.5,S,baja,11.2,30,3,No
S101739,2023-10-26,Zarautz,0.59,16.8,265,8.1,N,alta,22.0,16,4,Yes
S101246,2023-01-11,Rodiles,0.32,13.3,270,15.5,N,media,16.6,22,3,No
S100151,2024-11-25,Zarautz,0.86,11.3,332,9.3,NW,alta,15.9,16,4,No
S100215,2024-04-04,Zarautz,1.66,7.6,348,2.8,SW,alta,21.0,27,5,Yes
S100098,2024-08-11,Somo,0.86,6.3,360,9.1,W,baja,16.4,24,3,No
S100504,2023-09-08,Zarautz,3.89,11.3,354,8.8,N,alta,18.5,35,2,No
S100447,2024-05-18,Rodiles,1.13,12.6,262,31.3,SE,baja,17.2,15,4,Yes
S100933,2024-03-11,Somo,1.41,11.2,291,5.8,N,baja,15.8,25,4,No
S101170,2024-11-18,Somo,0.99,11.0,309,15.6,S,media,16.2,20,4,Yes
S101478,2024-08-15,Zarautz,4.14,12.9,265,19.2,SE,media,17.9,38,2,No
S100012,2024-04-14,Pantin,1.43,7.7,260,28.7,NW,media,17.4,24,3,No
S100746,2022-09-11,Somo,0.92,10.9,268,7.7,W,baja, ,26,3,No
S101395,2022-10-13,Somo,0.38,10.2,328,16.1,SW,media,12.0,19,3,No
S100167,2024-08-03,Zarautz,1.15,13.7,287,,SW,media,16.9,22,4,Yes
S100593,2024-07-12,Rodiles,1.2,9.9,253,18.6,W,baja,17.8,17,4,No
S100630,2023-11-11,Pantin,0.67,7.7,332,9.6,SW,baja,20.2,19,4,No
S100188,2022-12-26,zarautz,2.72,14.0,334,18.5,E,alta,14.8,32,3,No
S101789,2024-12-11,Pantin,0.83,11.6,281,38.9,SW,baja,19.4,22,4,Yes
S100043,2024-06-30,Sopela,1.69,12.0,305,27.2,NE,baja,13.7,34,3,No
S101117,2024-03-14,SOMO,1.01,14.3,311,23.4,SE,baja,15.6,28,5,Yes
S100009,2022-11-16,Mundaka,1.9,8.9,287,11.7,S,baja,22.2,30,4,Yes
S101346,2022-10-04,Rodiles,1.9,10.1,269,8.1,S,media,14.9,28,4,Yes
S100147,2024-06-13,Zarautz,0.2,13.8,323,19.9,SW,baja,17.2,13,4,Yes
S100820,2024-08-11,Mundaka,1.08,7.4,265,16.2,SW,baja,17.6,19,4,No
S100013,2024-02-13,Pantin,1.48,4.1,287,12.1,S,alta,22.5,12,4,Yes
S100389,2024-04-06,MUNDAKA,1.64,5.8,355,3.9,W,media,13.2,28,3,No
S101283,2022-09-28,Pantin,1.19,16.5,354,35.0,SW,baja,18.8,19,4,Yes
S101663,2024-03-12,Somo,2.05,8.9,287,6.4,NE,alta,22.2,22,4,No
S100638,2024-08-13,Pantin,0.8,12.8,285,7.9,E,media,19.3,25,4,Yes
S101882,2024-12-13,Zarautz,2.47,10.1,324,36.0,NW,media,18.0,21,3,No
S101610,2022-10-16,Pantin,1.43,12.8,250,12.4,S,baja,17.2,18,4,Yes
S101208,2023-10-02,zarautz,3.27,11.4,311,5.3,NE,baja,17.4,40,3,No
S100970,2023-02-27,Zarautz,1.29,15.4,254,1.8,SW,baja,18.1,18,4,Yes
S101757,2022-09-18,Somo,0.37,10.0,341,7.0,NW,media,14.3,23,4,Yes
S100590,2022-09-10,Pantin ,1.5,10.1,355,28.6,SW,baja,16.4,29,5,Yes
S100611,2022-10-13,Sopela,0.63,9.8,291,4.5,S,media,19.9,23,3,Yes
S101152,2023-01-05,Sopela,2.84,14.5,323,13.2,NW,media,17.9,31,3,No
S101062,2025-01-28,Mundaka,1.0,10.6,324,13.7,N,media,17.4,30,4,No
S101034,2024-10-03,mundaka,3.0,13.5,309,11.9,E,media,18.3,29,4,No
S100975,2024-07-03,Zarautz ,1.11,9.5,357,4.5,S,alta,13.2,25,4,No
S100470,2022-09-14,Pantin,0.25,11.0,296,4.3,N,media,16.9,20,4,No
S100915,2024-11-21,Sopela ,1.13,5.0,291,6.0,NW,media,19.2,19,4,No
S101347,2023-07-09,Pantin,0.69,14.2,270,6.8,,alta,16.7,13,4,No
S101164,2024-03-17,Somo,1.14,8.0,313,27.6,SE,alta,20.6,22,4,No
S101028,2023-10-07,Somo,2.22,14.8,274,29.3,N,media,13.4,20,3,No
S100025,2024-07-17,Somo,0.68,9.7,312,46.1,SE,media,15.6,18,5,Yes
S101263,2025-01-16,pantin,1.08,8.9,301,5.1,N,baja, ,23,4,No
S101461,2024-12-21,Zarautz,1.36,8.0,336,18.0,E,alta,14.6,25,4,No
S100452,2025-01-31,Sopela,0.81,8.4,348,6.2,SW,media,18.4,27,4,Yes
S101384,2024-03-15,SOPELA,0.98,11.7,296,26.9,SE,media,18.6,19,4,Yes
S100115,2023-01-15,SOMO,0.48,11.6,306,7.2,N,alta,18.9,18,3,No
S100024,2023-11-14,Pantin,0.61,12.3,250,,E,media,18.8,17,5,No
S100370,2025-02-08,sopela,0.4,12.5,302,12.4,NE,media,14.8,14,4,No
S101344,2024-06-27,Zarautz,0.67,7.8,359,4.9,NW,alta,19.2,24,4,No
S100096,2024-05-05,Zarautz ,1.65,4.9,297,34.3,NW,media,15.5,25,3,No
S100561,2024-04-21,Mundaka,0.75,10.6,317,13.6,NW,baja,16.7,28,4,No
S100967,2024-01-20,Zarautz,2.11,7.0,359,16.4,SW,baja, ,27,3,No
S101738,2024-04-25,Mundaka,0.92,12.1,274,11.9,NW,media,12.8,19,4,No
S100099,2023-04-12,Mundaka ,0.2,7.5,319,9.8,S,baja,17.7,18,4,No
S101511,2023-07-07,Zarautz,0.96,7.7,277,17.4,SE,baja,19.4,21,4,No
S101888,2024-09-18,mundaka,0.2,4.4,356,17.0,S,baja,16.0,15,3,No
S101293,2023-07-13,Mundaka,1.76,3.0,312,11.4,NW,media,18.2,27,3,No
S100357,2022-09-04,Rodiles,0.8,18.3,271,4.0,W,media,14.9,21,4,Yes
S100492,2023-05-25,Pantin,1.61,5.0,315,16.1,W,baja,15.3,28,3,No
S100578,2022-12-29,Rodiles,2.28,12.1,308,17.5,NW,baja,14.0,40,4,No
S101621,2024-01-24,Mundaka,0.8,9.6,359,7.7,N,media,16.2,15,4,Yes
S101636,2023-01-09,Mundaka,2.68,13.4,312,19.3,NW,baja,13.4,25,3,No
S101500,2024-10-12,SOMO,0.45,7.0,355,32.0,N,alta,14.5,17,3,No
S100571,2024-03-28,Sopela,0.43,9.6,283,8.6,W,media,14.5,18,3,No
S101162,2024-03-17,Rodiles,2.83,8.4,303,24.3,SE,baja,22.0,30,4,No
S101104,2023-05-12,Zarautz,1.39,8.3,336,32.9,E,alta,19.1,20,3,No
S100270,2023-11-30,Zarautz,0.47,6.4,316,6.1,NW,media,20.9,23,4,No
S100118,2023-11-28,Zarautz,0.84,10.6,359,6.9,E,alta,17.7,28,4,No
S100117,2023-03-14,Mundaka,0.96,11.6,272,11.0,W,baja,14.5,25,3,No
S101912,2023-03-01,Mundaka,0.49,9.6,273,,NE,baja,15.4,24,3,No
S101331,2023-09-13,Pantin,1.54,9.3,261,47.4,E,baja,15.1,18,3,No
S100838,2022-10-29,Mundaka,1.02,7.9,353,10.5,SE,alta,20.4,25,4,Yes
S101797,2022-12-30,Zarautz,0.72,6.3,299,9.7,N,alta,15.2,18,3,No
S101978,2023-10-29,Mundaka,1.07,10.2,290,13.7,N,alta,21.9,16,3,No
S101090,2024-04-10,Somo,3.79,18.2,259,9.0,SW,alta,16.8,36,2,No
S100164,2023-04-13,sopela,2.46,17.4,349,5.9,NW,media,16.9,33,5,Yes
S100587,2023-11-17,Mundaka,0.77,7.7,359,10.8,S,media,16.1,19,4,Yes
S101491,2024-06-07,Sopela,0.84,9.3,325,10.4,S,baja,15.1,18,5,Yes
S101800,2023-09-22,Mundaka,0.58,12.5,328,,E,alta, ,27,4,Yes
S100465,2023-12-11,Rodiles,1.86,4.1,318,12.6,NE,baja, ,28,3,No
S101549,2024-08-14,Mundaka,0.3,5.7,290,16.4,S,media,19.8,15,4,No
S101075,2024-02-15,Mundaka,1.95,12.2,341,41.9,E,media,20.7,23,4,No
S100142,2023-12-23,Zarautz,1.94,13.8,297,13.9,NE,media,18.0,29,4,No
S100113,2024-03-09,Sopela,0.46,10.6,313,16.0,SE,media,17.2,9,4,No
S101070,2023-05-27,Pantin,0.58,13.9,356,24.2,W,alta,19.0,24,4,No
S100762,2023-01-03,Rodiles ,1.7,9.0,264,12.7,W,alta, ,22,4,No
S100378,2024-01-31,Sopela,2.15,10.5,254,1.9,SE,media,18.0,23,3,No
S100063,2022-10-29,Rodiles,0.62,12.3,346,11.7,W,media,18.1,23,4,No
S100943,2023-10-08,Sopela ,2.57,8.7,303,8.1,N,baja,18.1,22,4,No
S101924,2022-12-26,SOPELA,0.2,11.7,331,14.6,NE,alta,16.7,21,4,No
S100186,2023-08-18,Mundaka,1.87,9.5,277,16.3,E,media,19.0,20,4,No
S101930,2023-06-30,Mundaka,0.73,12.2,281,19.0,E,alta,16.7,19,4,No
S101195,2024-11-03,Somo,2.47,11.6,305,27.7,W,media,14.2,22,3,No
S101329,2023-04-05,Sopela,0.79,9.9,327,9.1,SE,baja,16.3,19,4,Yes
S100294,2022-10-31,Somo,0.53,13.8,301,10.8,SE,media,18.7,25,4,Yes
S101113,2023-11-23,Zarautz,2.09,11.2,312,19.9,W,alta,18.9,21,4,No
S101592,2024-01-03,Sopela,0.68,9.5,281,,W,media,14.9,22,4,No
S100286,2022-11-03,Mundaka,1.59,4.9,310,20.3,N,media,15.1,27,3,No
S101871,2023-04-26,Zarautz,0.2,10.7,284,6.6,S,alta,14.4,17,5,No
S100556,2023-01-06,Pantin,0.58,8.5,317,10.4,S,media,22.0,14,4,Yes
S100300,2023-07-01,Sopela ,1.91,11.2,346,18.5,NE,media,18.8,30,3,No
S101750,2024-03-31,Rodiles,0.53,10.8,311,14.7,NE,alta,16.4,19,4,No
S100315,2022-10-22,Somo,1.38,11.4,306,12.3,N,media,19.5,30,4,Yes
S101568,2023-07-18,Rodiles,0.57,10.4,261,2.2,SE,baja,15.9,15,4,Yes
S101571,2024-12-14,Sopela,3.72,7.1,293,3.2,SW,alta,20.3,20,2,No
S100359,2023-12-01,Pantin ,0.66,13.4,291,13.2,SE,alta,14.5,15,4,Yes
S100130,2022-11-03,Somo,0.47,11.1,269,17.9,SW,baja,17.0,19,4,No
S101350,2024-08-06,MUNDAKA,2.01,5.4,332,10.8,S,alta,16.2,32,4,Yes
S101411,2023-01-16,Somo,1.54,12.1,349,21.7,NW,alta, ,31,4,No
S100189,2023-10-24,Zarautz,1.91,9.9,287,2.3,S,media,20.9,21,4,Yes
S100027,2024-05-21,Pantin,1.6,12.2,291,17.3,NE,baja,20.3,29,3,No
S100740,2022-09-03,Pantin,2.03,10.4,300,22.6,NW,media,19.0,23,4,No
S101767,2023-10-23,Sopela,2.38,10.1,360,44.1,W,baja,16.2,26,3,No
S101150,2024-02-21,Sopela,1.97,12.8,298,10.1,S,media, ,26,5,Yes
S100742,2023-12-20,SOMO,2.15,5.3,281,7.8,SE,baja,17.0,23,4,No
S101226,2022-09-14,Mundaka,1.46,12.9,292,8.9,N,media,14.9,20,3,Yes
S100768,2023-12-10,mundaka,2.16,9.9,294,15.2,N,alta,18.0,25,3,No
S100802,2023-12-19,somo,0.7,14.3,325,7.5,SE,baja,19.0,15,4,No
S101192,2024-01-24,Zarautz,1.65,5.9,359,10.8,SW,media,19.6,21,4,Yes
S100855,2024-10-30,Rodiles,1.72,8.7,335,60.0,SE,media,19.7,21,5,Yes
S101098,2023-04-08,mundaka,0.87,12.0,294,3.0,S,baja,18.4,22,5,Yes
S100734,2023-06-24,Zarautz,0.87,9.2,327,17.7,NW,media,22.5,19,4,No
S101605,2023-06-09,rodiles,1.28,8.3,354,17.9,,media,16.2,19,4,Yes
S101169,2024-12-02,Rodiles,1.0,8.8,359,4.0,S,alta,16.0,20,5,Yes
S100266,2024-05-15,Sopela ,1.97,5.2,337,14.6,E,media,14.5,24,3,No
S100876,2023-10-02,Somo,2.32,14.6,264,5.0,N,media,14.9,26,3,No
S101502,2024-07-01,Zarautz,0.56,9.4,353,3.7,NE,media,15.4,18,4,No
S100075,2022-09-05,Sopela,1.68,10.4,314,16.8,NW,alta,18.2,21,5,No
S101441,2024-03-28,Somo ,0.85,9.0,358,7.4,SW,alta,18.5,26,4,No
S101967,2023-03-30,Sopela,1.48,8.1,270,,SE,alta,16.0,28,4,Yes
S100704,2024-11-14,Mundaka,2.14,10.1,328,25.1,NW,baja,19.3,31,3,No
S100729,2023-06-11,Somo,0.96,11.5,295,18.8,SE,media,18.8,18,3,Yes
S101985,2022-11-12,Pantin,2.89,6.0,282,6.9,N,alta,15.9,29,2,No
S101275,2023-03-14,PANTIN,0.79,8.4,331,13.6,W,baja,16.6,15,3,No
S101534,2023-03-20,Pantin,4.46,7.3,340,,E,baja,19.1,37,2,No
S101018,2023-10-23,Mundaka,1.68,9.0,329,0.8,S,alta,16.4,24,4,Yes
S101834,2024-12-07,Sopela,0.97,11.3,286,,S,media,15.9,17,4,Yes
S100180,2023-08-18,Rodiles,0.65,8.1,328,6.6,SW,media,20.3,23,4,No
S100754,2024-04-15,Somo,0.88,10.1,330,9.3,S,alta,20.8,28,4,Yes
S100653,2023-09-01,pantin,0.77,7.1,257,11.2,N,media,19.0,19,4,No
S101943,2023-01-09,Mundaka ,0.53,7.7,349,12.7,SE,alta,16.0,20,4,No
S100376,2023-01-08,Pantin,0.6,14.7,324,15.2,S,alta,17.2,14,4,Yes
S101471,2025-01-25,Pantin,0.87,10.8,349,36.4,N,media,14.7,23,3,No
S100023,2024-11-09,Rodiles,1.14,11.8,266,2.2,SE,media,18.0,25,4,Yes
S100346,2024-01-17,Rodiles,0.98,10.8,346,15.5,S,baja,22.4,15,4,Yes
S101643,2024-03-18,Somo,0.71,8.8,311,7.9,NW,alta,19.8,19,3,No
S100684,2023-08-03,zarautz,1.58,9.1,327,17.3,NE,media,17.2,35,4,Yes
S101809,2023-08-03,Rodiles ,2.84,8.4,296,37.3,SE,media,15.4,26,4,No
S100008,2022-11-02,Zarautz,1.13,5.0,266,28.1,W,media,15.6,28,3,No
S100228,2022-09-05,Somo,1.43,12.9,252,14.4,W,media,20.1,17,4,Yes
S100489,2022-12-13,Somo,0.34,10.5,313,15.1,E,media,14.1,29,3,No
S100213,2023-06-26,Sopela,3.4,12.6,284,15.2,S,baja,17.8,27,4,No
S100830,2024-03-09,Zarautz,1.65,3.6,325,8.3,E,media,17.1,20,5,No
S100562,2023-11-02,Sopela,2.01,16.1,283,11.3,N,alta,22.0,25,4,Yes
S100449,2023-01-04,Zarautz ,1.04,10.7,277,15.8,NE,baja,16.6,25,4,No
S100737,2022-12-31,Sopela ,3.31,10.1,322,21.2,SE,media,15.9,29,4,No
S100015,2022-12-09,Pantin ,1.18,8.4,304,22.4,N,alta,17.5,16,3,No
S101480,2024-04-03,Mundaka,2.93,10.4,335,,N,alta,16.6,26,3,No
S101781,2023-01-07,sopela,0.82,8.7,344,25.0,N,alta,18.9,18,3,No
S100651,2024-10-02,Somo,0.41,10.4,294,18.2,S,baja,18.6,20,4,No
S101308,2024-07-17,Sopela,0.2,7.2,266,8.2,NW,alta,16.7,18,4,No
S100862,2023-02-09,Mundaka,1.03,6.5,274,12.4,N,media,20.3,18,4,No
S100546,2024-05-14,Sopela,0.76,10.4,255,25.2,SW,media,16.7,22,5,Yes
S101354,2024-12-11,Zarautz,1.71,9.9,318,19.9,S,baja,15.3,26,3,No
S101433,2024-06-19,Somo,3.29,9.2,279,16.2,N,media,21.5,31,3,No
S100354,2024-06-26,Rodiles,1.64,12.0,329,27.2,S,alta,20.6,29,4,Yes
S100744,2024-10-21,Pantin,1.46,12.1,319,22.3,W,alta,11.2,22,4,No
S100207,2024-07-16,Rodiles,0.51,8.4,351,32.7,E,alta,15.5,27,3,No
S101027,2025-01-22,Zarautz,1.96,13.4,360,7.6,NW,baja,16.3,22,3,No
S100735,2024-04-05,Pantin,3.68,9.7,256,10.1,SE,alta,14.3,35,3,No
S101081,2024-11-08,Rodiles ,0.75,5.1,359,4.9,W,alta,19.6,18,3,No
S100416,2023-03-10,Rodiles,0.88,16.7,284,14.1,E,media,13.2,18,4,Yes
S101670,2022-11-10,Pantin,0.2,10.3,290,18.6,SE,media,20.4,15,3,No
S101558,2022-12-04,Rodiles,0.58,13.4,282,25.9,N,alta,13.6,20,4,No
S101706,2024-10-01,Rodiles,1.11,10.6,329,22.1,NE,baja,15.5,22,4,No
S101116,2023-12-05,Rodiles,2.54,17.2,334,19.5,,media,18.9,24,5,Yes
S100442,2023-12-30,mundaka,0.35,15.4,321,12.4,E,baja,13.1,21,4,No
S101986,2024-09-26,PANTIN,0.29,10.8,289,,NW,alta,14.6,17,3,No
S100610,2023-06-30,Rodiles,1.92,9.0,261,48.4,W,baja,15.2,19,3,No
S100536,2023-07-08,Sopela,0.87,8.5,324,8.1,S,baja,19.3,21,3,Yes
S100348,2023-11-05,Zarautz,0.9,10.4,339,13.3,N,media,18.9,17,3,No
S100739,2023-10-02,Rodiles,0.68,6.4,315,10.3,NW,media,16.1,19,3,No
S100403,2024-12-09,Rodiles,1.9,16.0,279,16.5,SW,media,17.1,27,4,Yes
S100362,2024-07-15,Zarautz,1.68,9.1,334,5.0,S,baja,17.0,32,3,No
S100026,2023-10-09,Sopela,2.57,11.6,289,53.3,SE,baja,21.7,32,4,No
S101114,2023-12-27,ZARAUTZ,0.9,12.1,314,26.9,N,alta,18.4,26,4,No
S101939,2023-01-08,ZARAUTZ,0.85,11.5,299,26.1,E,baja,17.1,17,4,No
S100177,2024-01-06,Mundaka,2.87,12.1,269,,W,baja,16.5,27,3,No
S101934,2024-04-20,Mundaka,1.43,9.9,296,28.2,N,baja,20.2,24,3,No
S101082,2024-06-21,Rodiles,1.25,5.2,331,8.1,SE,media,20.4,25,4,Yes
S100912,2023-05-25,Sopela,1.11,12.1,324,4.1,SE,baja,21.4,20,4,Yes
S101037,2024-01-03,MUNDAKA,1.22,5.9,253,15.7,W,baja,17.1,23,3,No
S100252,2023-05-06,zarautz,1.08,6.6,283,3.5,W,baja,14.8,20,3,No
S100414,2023-03-30,mundaka,1.08,12.6,333,,N,baja,20.7,22,4,No
S100558,2025-01-06,Pantin,0.32,14.5,296,15.3,S,alta,16.8,16,4,Yes
S100553,2023-11-10,Zarautz,0.64,10.0,303,9.4,SW,alta,13.7,15,4,No
S100193,2022-11-15,Sopela,0.8,3.0,337,8.3,SW,alta,19.5,25,4,No
S101457,2024-05-31,sopela,0.73,9.2,305,8.9,W,alta,19.6,19,3,No
S100700,2024-11-10,Somo,1.21,9.0,316,43.0,S,baja,18.0,14,4,No
S101033,2024-03-02,Zarautz,0.82,8.7,319,28.8,NW,alta,12.8,23,4,No
S100445,2024-07-15,Somo,1.4,7.5,252,4.7,NW,alta,17.9,27,3,No
S101203,2022-12-27,Pantin ,0.94,9.8,284,43.7,E,media,14.3,22,3,No
S101088,2023-01-02,Somo,1.91,6.6,328,43.5,SW,baja,19.2,24,4,No
S100986,2023-12-21,Somo,0.78,5.4,347,1.2,W,media,14.8,25,4,No
S101837,2024-04-17,Zarautz,2.08,12.2,297,8.8,E,alta,12.5,30,3,No
S100451,2024-08-28,Rodiles,1.97,8.3,330,34.9,W,media,19.0,24,4,No
S101397,2022-09-23,Somo ,0.9,6.9,256,12.7,W,alta,13.8,24,4,No
S100464,2022-12-28,Mundaka,2.81,15.8,304,60.0,NW,alta,18.2,29,3,No
S100683,2024-09-09,Rodiles,1.61,10.4,278,,N,baja,17.6,24,4,No
S100458,2023-07-09,Rodiles,1.18,14.2,354,5.0,SW,alta,16.8,26,4,Yes
S101374,2023-07-31,Rodiles,1.93,10.0,354,11.6,E,baja,13.9,22,4,No
S101716,2024-04-27,Somo,2.61,15.1,315,34.8,SE,media,16.3,31,4,Yes
S100816,2024-10-27,Mundaka,0.99,9.9,311,11.5,W,media,17.2,23,4,Yes
